"RowIDs";"Maßnahme%Kennzahl%Maßeinheit";"Maßnahmen_ID";"Maßnahmen_Bez";"Um was geht es?";"Details";"Kennzahl";"Maßeinheit";"Jahr";"Wert";"Maßnahme%Kennzahl%Maßeinheit%Jahr"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2022";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2022"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2021";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2021"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2020";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2020"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2019";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2019"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2018";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2018"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2017";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2017"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2016";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2016"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2015";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2015"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2014";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2014"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2013";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2013"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2012";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2012"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2011";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2011"
"Row37_?";"A4.6%?%?%A4.6 - keine Kennzahl%na";"A4.6";"Solarthermienutzung";;;"A4.6 - keine Kennzahl";"na";"2010";0;"""A4.6%?%?%A4.6 - keine Kennzahl%na""%2010"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2023";18164;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2023"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2022";6514;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2022"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2021";6278,93;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2021"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2020";2656,483;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2020"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2019";2044,638;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2019"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2018";1587,069;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2018"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2017";816,992000000027;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2017"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2016";2588,88999999997;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2016"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2015";2334,074;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2015"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2014";1000,874;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2014"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2013";1441;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2013"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2012";7065;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2012"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2011";4462;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2011"
"Row38_?";"A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak";"A4.1 bis 4.5";"Photovoltaik-Ausbau";;;"jährlicher Zubau PV";"kWpeak";"2010";6022;"""A4.1 bis 4.5%?%?%jährlicher Zubau PV%kWpeak""%2010"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2023";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2023"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2022";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2022"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2021";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2021"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2020";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2020"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2019";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2019"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2018";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2018"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2017";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2017"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2016";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2016"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2015";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2015"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2014";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2014"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2013";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2013"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2012";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2012"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2011";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2011"
"Row45_Row31";"B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW";"B1.1";"Strategie und Grundsatzentscheid für eine klimaschutzgerechte Bauleitplanung";"Bauleitplanung";;"Fördersummen im KfW-Programm 153 Energieeffizient Bauen**";"Euro/EW";"2010";0;"""B1.1%Bauleitplanung%?%Fördersummen im KfW-Programm 153 Energieeffizient Bauen**%Euro/EW""%2010"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2023";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2023"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2022";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2022"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2021";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2021"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2020";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2020"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2019";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2019"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2018";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2018"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2017";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2017"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2016";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2016"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2015";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2015"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2014";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2014"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2013";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2013"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2012";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2012"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2011";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2011"
"Row46_?";"B1.2%?%?%B1.2 - keine Kennzahl%na";"B1.2";"PV-Pflicht für Neubauten";;;"B1.2 - keine Kennzahl";"na";"2010";0;"""B1.2%?%?%B1.2 - keine Kennzahl%na""%2010"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2023";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2023"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2022";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2022"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2021";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2021"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2020";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2020"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2019";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2019"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2018";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2018"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2017";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2017"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2016";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2016"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2015";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2015"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2014";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2014"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2013";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2013"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2012";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2012"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2011";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2011"
"Row47_?";"B1.3%?%?%B1.3 - keine Kennzahl%na";"B1.3";"Anpassung der Vorgaben beim Verkauf städt. Grundstücke";;;"B1.3 - keine Kennzahl";"na";"2010";0;"""B1.3%?%?%B1.3 - keine Kennzahl%na""%2010"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2023";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2023"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2022";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2022"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2021";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2021"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2020";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2020"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2019";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2019"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2018";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2018"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2017";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2017"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2016";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2016"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2015";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2015"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2014";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2014"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2013";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2013"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2012";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2012"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2011";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2011"
"Row48_?";"B1.4%?%?%B1.4 - keine Kennzahl%na";"B1.4";"Langfristig ausgerichtete Bodenvorratspolitik";;;"B1.4 - keine Kennzahl";"na";"2010";0;"""B1.4%?%?%B1.4 - keine Kennzahl%na""%2010"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2023";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2023"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2022";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2022"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2021";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2021"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2020";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2020"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2019";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2019"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2018";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2018"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2017";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2017"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2016";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2016"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2015";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2015"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2014";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2014"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2013";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2013"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2012";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2012"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2011";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2011"
"Row49_?";"B1.5%?%?%B1.5 - keine Kennzahl%na";"B1.5";"Kontrolle und Vollzug energetischer Standards";;;"B1.5 - keine Kennzahl";"na";"2010";0;"""B1.5%?%?%B1.5 - keine Kennzahl%na""%2010"
"Row51_Row36";"B2.1%Gebäude-Energiesparberatungen BAFA%?%Gebäude-Energiesparberatungen BAFA / Wohnungen**%Anzahl /Tsd. Gebäude";"B2.1";"Modernisierungsbündnis mit Wohnungsbauakteuren";"Gebäude-Energiesparberatungen BAFA";;"Gebäude-Energiesparberatungen BAFA / Wohnungen**";"Anzahl /Tsd. Gebäude";"2023";0;"""B2.1%Gebäude-Energiesparberatungen BAFA%?%Gebäude-Energiesparberatungen BAFA / Wohnungen**%Anzahl /Tsd. Gebäude""%2023"
